index,l1,l2,l3,l4,l5,l6
963,0.22889808,0.20538759,0.55832946,0.18975422,0.39489418,0.4301237
964,0.2436901,0.14895736,0.41359335,0.4082084,0.27389473,0.35676974
965,0.21181618,0.19354075,0.50976324,0.25428635,0.33582452,0.3662297
966,0.22685067,0.17686266,0.47266686,0.28056294,0.30717546,0.34816495
967,0.20866597,0.16594312,0.45372716,0.3530013,0.28663212,0.35134578
968,0.21693057,0.1852738,0.49878436,0.26461807,0.3156857,0.35636616
969,0.23885226,0.1674794,0.4471427,0.30123305,0.30862036,0.35946676
970,0.23792523,0.21506721,0.5637684,0.2318678,0.39405012,0.40420377
971,0.23994969,0.15662575,0.41467917,0.37067372,0.26693195,0.3386323
972,0.22834662,0.19179608,0.50680983,0.18439645,0.37195045,0.41587263
973,0.21410516,0.15832125,0.41949034,0.40258944,0.25563338,0.34122148
974,0.22145593,0.19723451,0.52462244,0.19135721,0.38589746,0.42701143
975,0.22358221,0.15078825,0.39353365,0.47835347,0.22776738,0.3500744
976,0.23308533,0.21053338,0.56104165,0.23946041,0.35881463,0.3756937
977,0.23812816,0.20793276,0.56308746,0.18044147,0.38003686,0.4223511
978,0.21928705,0.15182006,0.40158904,0.46173176,0.23455372,0.34080362
979,0.22030455,0.19093552,0.5019312,0.19960669,0.3679232,0.4044239
980,0.22112936,0.20364898,0.543868,0.23338684,0.36560225,0.37997454
981,0.21894944,0.1838488,0.48259002,0.2195774,0.36046618,0.38285285
982,0.23757342,0.18562666,0.49618372,0.18900114,0.35738134,0.40335855
983,0.21312058,0.17878568,0.46565953,0.2743599,0.30410302,0.3505851
984,0.22607444,0.1465304,0.39382666,0.46839812,0.22290613,0.32754338
985,0.2278707,0.20287319,0.53322893,0.24474889,0.34333673,0.36270845
986,0.22994792,0.2062879,0.5467147,0.20066035,0.38666153,0.4375309
987,0.21337354,0.18243493,0.47500926,0.3073932,0.30233258,0.35655963
988,0.2064448,0.1533592,0.43104446,0.3853423,0.26799408,0.34303677
989,0.23665312,0.16280653,0.4302409,0.337925,0.2832908,0.34702983
990,0.21861401,0.19308068,0.5103603,0.18404122,0.3850519,0.43391526
991,0.21334897,0.19308214,0.5102371,0.2313906,0.34291714,0.36339846
992,0.23183802,0.18639496,0.49292016,0.24125808,0.35005486,0.36601144
993,0.22480229,0.1815712,0.48089522,0.23297523,0.35160124,0.38851494
994,0.2142551,0.1784468,0.47251555,0.31883335,0.29958248,0.35428408
995,0.22336599,0.19016239,0.5035687,0.21341868,0.37965262,0.3969326
996,0.24900427,0.17861469,0.47879663,0.2479588,0.3415851,0.39357588
997,0.2215483,0.16083203,0.4256039,0.37858802,0.25740558,0.34334502
998,0.22206376,0.19866961,0.53106284,0.19733629,0.38070738,0.41875497
999,0.22806132,0.20643368,0.54473984,0.22515154,0.39204732,0.39960134
1000,0.22957224,0.20588744,0.56021714,0.19410877,0.39136612,0.43549475
1001,0.24033092,0.1717476,0.45797276,0.27689993,0.32955396,0.3757761
1002,0.22330798,0.16712943,0.43082702,0.39270222,0.25315905,0.3436837
1003,0.25385714,0.22074705,0.6077681,0.18443435,0.39558846,0.43234134
1004,0.21945453,0.19065402,0.50087965,0.27740774,0.32190228,0.35823745
1005,0.23056081,0.16497928,0.4387372,0.34723726,0.2764909,0.3458134
1006,0.21972224,0.20091727,0.5392364,0.22369802,0.36957824,0.38448954
1007,0.2233879,0.19213529,0.5063331,0.22168404,0.3806967,0.3916052
1008,0.2207241,0.19324651,0.51603574,0.22356802,0.34564698,0.35926712
1009,0.20570482,0.15579344,0.42453334,0.39106417,0.26261848,0.34096634
1010,0.22318357,0.16082326,0.41819286,0.39583483,0.24448274,0.34207493
1011,0.23897971,0.2102029,0.55029845,0.22620696,0.40162414,0.42630577
1012,0.2507424,0.1708886,0.4591857,0.28529894,0.31933993,0.3810146
1013,0.22705211,0.19936723,0.527395,0.22108392,0.39061356,0.4033351
1014,0.23585731,0.16872689,0.45133686,0.31200668,0.30041364,0.3493028
1015,0.2207539,0.17026354,0.45135522,0.32234073,0.284797,0.34980386
1016,0.23702276,0.17604291,0.46999544,0.26848167,0.3352797,0.3720131
1017,0.22208086,0.19173549,0.50739133,0.1661034,0.37628984,0.4242505
1018,0.24621423,0.16245423,0.42953783,0.3312366,0.29011306,0.35178372
1019,0.23174688,0.21146324,0.5569054,0.24017099,0.37301266,0.38724113
1020,0.23226328,0.21367885,0.56484467,0.2351742,0.38693526,0.39772397
1021,0.2447183,0.17201552,0.45682555,0.26475772,0.33095938,0.382805
1022,0.23193824,0.18453413,0.49083626,0.19701767,0.36076117,0.40393373
1023,0.24065436,0.1510772,0.41722366,0.39858267,0.27202442,0.35275054
1024,0.23801285,0.1476396,0.406847,0.41424328,0.2641693,0.34980857
1025,0.23246092,0.14388911,0.4005433,0.43845448,0.2460843,0.33864552
1026,0.23475625,0.1446973,0.40277958,0.43439743,0.25008965,0.34204224
1027,0.24115145,0.156338,0.4201469,0.36890164,0.2744412,0.3509227
1028,0.24336171,0.15668653,0.42629027,0.37139177,0.28323022,0.35497266
1029,0.21670687,0.17217071,0.4459734,0.3490125,0.2749924,0.34846988
1030,0.21550924,0.16664058,0.4328851,0.37635306,0.2638851,0.34596384
1031,0.22830832,0.14367937,0.3977603,0.46508676,0.22674373,0.32639766
1032,0.24666467,0.16503601,0.43904066,0.31104696,0.3033784,0.3648552
1033,0.24484225,0.16161385,0.43230763,0.3363437,0.2931455,0.35910195
1034,0.20986442,0.17044696,0.44867542,0.3535406,0.28319004,0.354455
1035,0.20770766,0.16499646,0.4402979,0.3615725,0.27737388,0.35177678
1036,0.23222911,0.14451486,0.4001346,0.4637748,0.23514858,0.33353594
1037,0.23320517,0.14331883,0.39696515,0.46634072,0.23493247,0.33649576
1038,0.24723685,0.16860871,0.4437464,0.29033202,0.3117329,0.36670578
1039,0.24888381,0.17073995,0.45208192,0.27970934,0.31833658,0.37558934
1040,0.24481276,0.20330581,0.5569251,0.13669059,0.31416407,0.4593473
1041,0.2457416,0.20218782,0.5765102,0.13681915,0.3233769,0.4616534
1042,0.2923892,0.19312546,0.54522455,0.11046604,0.4325265,0.49985212
1043,0.28990814,0.1965003,0.55375296,0.106553994,0.44164568,0.5079565
1044,0.24295312,0.19840492,0.5353031,0.1493984,0.32958108,0.4685312
1045,0.24980311,0.18760473,0.47802874,0.16088234,0.3414929,0.4647082
1046,0.23729645,0.203318,0.5634072,0.13538918,0.33600843,0.4472872
1047,0.26522887,0.21321025,0.5706095,0.1360716,0.36600766,0.48478448
1048,0.23569873,0.19147705,0.5243128,0.14804697,0.35333762,0.4553041
1049,0.28804666,0.21152371,0.5591834,0.10984316,0.40733534,0.496202
1050,0.29197323,0.20960017,0.55983615,0.10445653,0.41998154,0.5012188
1051,0.23774502,0.19394255,0.4701485,0.15086877,0.3105788,0.45479977
1052,0.24222396,0.19572803,0.46381778,0.1600797,0.31798977,0.45829713
1053,0.2399988,0.20292558,0.56080943,0.13883299,0.33220008,0.43972895
1054,0.27467948,0.19274607,0.5284483,0.12561658,0.43178353,0.5127437
1055,0.25107592,0.20444444,0.5648599,0.15433744,0.34173667,0.4632066
1056,0.25371522,0.1870866,0.47959235,0.16055861,0.34660232,0.46427622
1057,0.28638345,0.18531606,0.5356028,0.11122124,0.45015308,0.5102166
1058,0.24192463,0.20232071,0.5388952,0.14257294,0.3271049,0.43364745
1059,0.26428917,0.18744147,0.50295323,0.15229587,0.39170346,0.48350883
1060,0.25345683,0.20239702,0.54836637,0.14604075,0.33475882,0.4699945
1061,0.24054278,0.19545063,0.5152167,0.14692745,0.319574,0.46613085
1062,0.23909147,0.19516915,0.46808708,0.1585121,0.3186946,0.46014234
1063,0.29279104,0.21341075,0.5672143,0.10271241,0.4154028,0.4985991
1064,0.29023618,0.19285104,0.5563143,0.109185755,0.46243024,0.5196599
1065,0.24836133,0.20526674,0.58866394,0.13729282,0.32803246,0.45889142
1066,0.28749472,0.18373851,0.5383805,0.11943353,0.46524748,0.526811
1067,0.27408642,0.21170972,0.5626426,0.12513022,0.38049108,0.4836982
1068,0.2457397,0.20297065,0.5804979,0.13514227,0.32303342,0.46649906
1069,0.24985455,0.19096509,0.49491578,0.15883312,0.3324413,0.45656407
1070,0.26365274,0.18767309,0.50009155,0.15755086,0.38944775,0.4839546
1071,0.2901595,0.20131668,0.55373144,0.10580781,0.42853794,0.5023882
1072,0.25806934,0.18552287,0.48348215,0.15964273,0.36180452,0.46869025
1073,0.2626622,0.20134223,0.5346976,0.15690641,0.35694158,0.4642078
1074,0.23855282,0.19268167,0.49285758,0.14980786,0.3157952,0.4655601
1075,0.24626249,0.20443152,0.5507295,0.14053443,0.32356393,0.43505263
1076,0.27060622,0.19181113,0.51913697,0.1438686,0.40282834,0.48952052
1077,0.24046609,0.1941439,0.49098712,0.15522063,0.31781915,0.45354354
1078,0.24351625,0.18942377,0.47345123,0.1598039,0.32950523,0.46231878
1079,0.23798974,0.1947226,0.5019187,0.14552133,0.3131274,0.463008
1080,0.27673724,0.19042876,0.5142527,0.14463046,0.41771793,0.5054252
1081,0.2866609,0.2060327,0.55159205,0.111573346,0.41988012,0.50561154
1082,0.23773633,0.19341563,0.47854972,0.1552349,0.31765565,0.46479073
1083,0.2685922,0.21276869,0.5667461,0.13630824,0.37153867,0.48085836
1084,0.2460825,0.20322591,0.5565609,0.1461601,0.32926404,0.4668638
1085,0.2812332,0.19004247,0.5381444,0.11539677,0.44440013,0.50833654
1086,0.24193981,0.20186007,0.55512244,0.13780162,0.32726794,0.4318982
1087,0.25546026,0.20526898,0.5768237,0.1414921,0.33927763,0.4774998
1088,0.24349532,0.19400954,0.46258408,0.16214657,0.3201725,0.46070075
1089,0.25619793,0.18545175,0.4893219,0.15645775,0.36657107,0.47096783
1090,0.24213797,0.19766451,0.5340966,0.15357377,0.34250546,0.47222355
1091,0.25013995,0.20188454,0.55567694,0.15553764,0.352605,0.47027135
1092,0.2595787,0.18810977,0.5078851,0.15417714,0.37452212,0.47430587
1093,0.2511841,0.20803918,0.58541155,0.15044703,0.33963475,0.45902503
1094,0.24764164,0.20381248,0.54613256,0.13915387,0.31769574,0.4650706
1095,0.2571085,0.19384688,0.51404786,0.15836391,0.35505468,0.467772
1096,0.27400732,0.21003228,0.5534311,0.11815492,0.40046504,0.49782103
1097,0.2395322,0.19474816,0.5123298,0.15056136,0.3295591,0.47141334
1098,0.29119343,0.18878964,0.54383886,0.10908627,0.4507962,0.51364255
1099,0.24560688,0.20889758,0.5841644,0.1440661,0.34362385,0.46695837
1100,0.23745055,0.19324806,0.4890754,0.14724767,0.3125925,0.4634012
1101,0.28006166,0.19976194,0.545604,0.118815325,0.43690613,0.5149187
1102,0.27740493,0.19937795,0.5396413,0.124649,0.42042863,0.5058962
1103,0.24950339,0.2045888,0.5804312,0.13782096,0.3293275,0.4763482
1104,0.29011297,0.20191017,0.5472397,0.11134429,0.4282847,0.504851
1105,0.24987769,0.18677938,0.489738,0.15835994,0.35224083,0.46740404
1106,0.24297802,0.20300147,0.55186754,0.14272232,0.32167706,0.4644715
1107,0.24824265,0.20322973,0.5593115,0.15089644,0.33494967,0.4690536
1108,0.28478563,0.18934268,0.5339836,0.12986663,0.45278347,0.52746904
1109,0.27328318,0.20740157,0.560725,0.13802904,0.38312525,0.48185757
1110,0.2421102,0.19976294,0.5153817,0.14722092,0.31189865,0.45661753
1111,0.24679413,0.19976208,0.5461768,0.14857942,0.33914894,0.44792718
1112,0.26725984,0.20067969,0.541191,0.1506328,0.37409627,0.4756475
1113,0.27380168,0.19937824,0.54016423,0.1386149,0.3973766,0.48847613
1114,0.28273052,0.20660764,0.5535343,0.11923486,0.41323227,0.50400156
1115,0.25060362,0.20778336,0.5810677,0.14738101,0.338696,0.4655928
1116,0.23997682,0.19216302,0.46564433,0.15573491,0.31458107,0.4558568
1117,0.2451099,0.20640633,0.5754337,0.14220178,0.3385266,0.4685477
1118,0.25138178,0.19952066,0.5143502,0.15518272,0.32091329,0.45052326
1119,0.26004428,0.20639244,0.554005,0.15028843,0.35192704,0.4726917
1120,0.24910666,0.19371888,0.46700922,0.16448587,0.32357892,0.45923817
1121,0.27789408,0.20423456,0.5540571,0.12583175,0.40525705,0.49973196
1122,0.25238925,0.20604236,0.5690013,0.14637315,0.3337534,0.44593257
1123,0.23657328,0.1939292,0.47646198,0.1488804,0.31179833,0.46125907
1124,0.23757178,0.1939113,0.48629472,0.1515593,0.31355518,0.4555745
1125,0.24139442,0.19867024,0.52665776,0.14506641,0.31709346,0.4653992
1126,0.25331426,0.21125191,0.5924339,0.13701743,0.3354871,0.46032792
1127,0.27822247,0.19084126,0.53253746,0.11806004,0.44669005,0.5189562
1128,0.27685615,0.19192438,0.5293092,0.1330601,0.4428862,0.52299404
1129,0.28051415,0.18835256,0.5342582,0.12069285,0.45362094,0.5228069
1130,0.28199065,0.18210648,0.5329426,0.11606707,0.46118587,0.5246302
1131,0.2807955,0.18433851,0.53505504,0.11358756,0.45485282,0.5164973
1132,0.23883635,0.19875734,0.5263547,0.14288008,0.31388462,0.46179998
1133,0.24146594,0.200227,0.5362153,0.14325088,0.31514734,0.46241683
1134,0.2688258,0.18943386,0.5111337,0.14829056,0.40817305,0.4962474
1135,0.27524018,0.19109757,0.52066714,0.14145845,0.42529055,0.5085362
1136,0.24290638,0.23857257,0.6509562,0.21355468,0.46039176,0.55385333
1137,0.28291216,0.27092212,0.71840435,0.21784891,0.47484747,0.5926182
1138,0.254118,0.2662629,0.721856,0.17384902,0.4853986,0.57068175
1139,0.28015646,0.26698777,0.6869122,0.19975995,0.4688713,0.62899816
1140,0.22955361,0.24065587,0.63506067,0.21242222,0.46995717,0.593184
1141,0.24166451,0.24703546,0.6638822,0.21794486,0.47528163,0.5860964
1142,0.24214932,0.2460002,0.66628826,0.21332732,0.45862204,0.6043991
1143,0.23586838,0.23639892,0.6631096,0.19330238,0.4500888,0.57319707
1144,0.2637506,0.27061316,0.72458905,0.1879375,0.49895453,0.5987519
1145,0.26373062,0.25725377,0.6595973,0.20246585,0.4763376,0.6001853
1146,0.26001653,0.2635906,0.6784765,0.20607734,0.46253213,0.6145538
1147,0.22984168,0.22687328,0.5889297,0.19431634,0.4268385,0.59697306
1148,0.24356464,0.23187709,0.6321895,0.1868914,0.42549342,0.5253413
1149,0.27322537,0.26223361,0.66961944,0.19417575,0.4735012,0.58263767
1150,0.26018986,0.26013538,0.6843934,0.17846705,0.4447322,0.5270213
1151,0.23604909,0.25026426,0.65858805,0.21412143,0.46335763,0.60179317
1152,0.26103193,0.2626706,0.6665287,0.20456986,0.4329284,0.5704433
1153,0.26189795,0.26239824,0.7032447,0.2026797,0.4972728,0.60537744
1154,0.25935233,0.2303598,0.6185572,0.19164833,0.40223962,0.48442715
1155,0.28096217,0.27069074,0.6993654,0.19516563,0.46240216,0.62185085
1156,0.2863726,0.2675291,0.69131684,0.21078856,0.44365227,0.57443446
1157,0.28770185,0.26800877,0.6830478,0.20984465,0.45332384,0.5938045
1158,0.21569273,0.2216879,0.5798644,0.19426224,0.4221603,0.6026153
1159,0.26686695,0.26182744,0.6669864,0.19642706,0.4761733,0.5875459
1160,0.26057377,0.2504265,0.67224646,0.20995033,0.4514352,0.5715433
1161,0.27597702,0.2635002,0.67456037,0.21227369,0.46499002,0.62799597
1162,0.2789966,0.2663702,0.6876892,0.204737,0.4783856,0.63908017
1163,0.28739658,0.25468153,0.69548094,0.2016981,0.44506198,0.5586192
1164,0.24322788,0.23502488,0.6474262,0.18968639,0.43132755,0.54595256
1165,0.24685432,0.25495273,0.668947,0.225602,0.4789371,0.59574723
1166,0.2542128,0.25371033,0.6552952,0.19919682,0.43424547,0.5748627
1167,0.28589034,0.26459554,0.69120264,0.21649972,0.44036806,0.5745131
1168,0.29069462,0.2750101,0.7147783,0.20870256,0.46098197,0.59548366
1169,0.25833556,0.26279384,0.6846489,0.21168277,0.48675072,0.5988908
1170,0.28876206,0.2730906,0.7133886,0.21723388,0.46792224,0.5861683
1171,0.25448948,0.26356494,0.7194694,0.17659654,0.46613008,0.54094577
1172,0.23580028,0.25384685,0.6806437,0.22036783,0.4812444,0.6006365
1173,0.27289724,0.24764523,0.6845428,0.20180695,0.4476397,0.5711338
1174,0.2349478,0.23947366,0.61597484,0.21488412,0.4583479,0.59431005
1175,0.22328487,0.23104984,0.6065253,0.2120745,0.45364356,0.6093687
1176,0.2492593,0.25358844,0.6799011,0.21879596,0.46899372,0.5947261
1177,0.28470248,0.27261433,0.7084245,0.19703834,0.46577826,0.62480795
1178,0.2343201,0.24818662,0.6765729,0.22091976,0.46753523,0.5965735
1179,0.25391534,0.23398533,0.6335284,0.1961908,0.40650266,0.48424664
1180,0.2954865,0.27713695,0.71777713,0.2124907,0.4573443,0.5808885
1181,0.2872849,0.27353948,0.70728815,0.19859287,0.4672346,0.6260453
1182,0.24451241,0.25724787,0.6805917,0.22774413,0.48757952,0.613682
1183,0.2934475,0.2621124,0.7069435,0.2050882,0.44962612,0.56158495
1184,0.2559095,0.26051283,0.69384944,0.20074072,0.49239612,0.60793626
1185,0.2172725,0.2240131,0.5905654,0.20051557,0.44059107,0.6204287
1186,0.2478534,0.22950193,0.6263057,0.18712562,0.41795635,0.5082059
1187,0.27679226,0.26330507,0.6808186,0.21040167,0.47282517,0.6426904
1188,0.275357,0.26737028,0.70015484,0.19723299,0.4626232,0.62217236
1189,0.28500572,0.26648718,0.6651142,0.19673084,0.45341504,0.56241256
1190,0.26409566,0.24819273,0.6777929,0.2075603,0.45183662,0.573374
1191,0.23707849,0.25620002,0.68157446,0.2213645,0.47378886,0.6020643
1192,0.236182,0.2466585,0.6572422,0.21774189,0.46242493,0.60785717
1193,0.24867848,0.2544273,0.6816152,0.20748006,0.49553287,0.6180731
1194,0.28563547,0.26662818,0.6871815,0.21543843,0.4473989,0.5848314
1195,0.24702206,0.2543922,0.6613166,0.2168994,0.48232594,0.6021644
1196,0.22803475,0.23056641,0.6060386,0.19060323,0.43959153,0.59989077
1197,0.29337403,0.2760201,0.7183178,0.21645825,0.46201396,0.5791671
1198,0.24115846,0.24979988,0.67213964,0.21622477,0.4689118,0.5841351
1199,0.25077075,0.234916,0.63977194,0.20721902,0.42936084,0.51062894
1200,0.25861692,0.2732153,0.72773874,0.18140018,0.50362116,0.59355295
1201,0.28488362,0.26866734,0.67979825,0.21404468,0.4566154,0.6095765
1202,0.27112055,0.25336224,0.677667,0.20509636,0.44457486,0.5819986
1203,0.2639627,0.2539979,0.6460028,0.20498985,0.46452734,0.60814875
1204,0.24528836,0.2503214,0.64870214,0.21274342,0.46254742,0.58766127
1205,0.24761286,0.23598935,0.64592326,0.19728863,0.4273525,0.5161605
1206,0.28895885,0.27423584,0.7136177,0.20428988,0.46355623,0.6128993
1207,0.25565642,0.2626313,0.7071285,0.19546402,0.5063908,0.6178796
1208,0.2926392,0.27448758,0.7091991,0.2120362,0.457532,0.5826751
1209,0.2555347,0.23468122,0.63074934,0.20204909,0.39931297,0.46627802
1210,0.27420056,0.26777875,0.689489,0.19557267,0.4480465,0.60429704
1211,0.2674019,0.2552339,0.6746866,0.20476459,0.4359053,0.5821508
1212,0.2561484,0.26433343,0.6839215,0.21665776,0.4736589,0.60064614
1213,0.24733195,0.24525493,0.6484088,0.20495655,0.47661978,0.6117796
1214,0.28842092,0.27184203,0.70286506,0.2054312,0.4614665,0.6073742
1215,0.29022762,0.26675287,0.71592605,0.21062934,0.45952052,0.5723475
1216,0.25113928,0.2483182,0.6712366,0.21066174,0.45283118,0.58983815
1217,0.23182239,0.24288842,0.6715015,0.20683894,0.46348724,0.5941613
1218,0.2698393,0.26148078,0.68213665,0.20143805,0.47266454,0.6385602
1219,0.24631965,0.24633577,0.63573956,0.20978521,0.4486844,0.584571
1220,0.28124383,0.2604379,0.68406516,0.20846923,0.44511446,0.5748126
1221,0.23435974,0.24288288,0.6653157,0.2086381,0.4653128,0.5841969
1222,0.24324335,0.24457636,0.63176453,0.2053853,0.4352011,0.5717182
1223,0.23514628,0.24419305,0.6520856,0.21262382,0.48378992,0.6053475
1224,0.2465075,0.23666163,0.65247947,0.20799214,0.4469265,0.53747296
1225,0.26099727,0.26503947,0.67089295,0.2126367,0.45390132,0.59726006
1226,0.27869147,0.25322485,0.68473184,0.19936392,0.4390088,0.5575353
1227,0.26147664,0.25472254,0.6810144,0.2079148,0.43999863,0.5821542
1228,0.24316774,0.24597193,0.66045964,0.21946213,0.46900865,0.57096726
1229,0.27680507,0.26611444,0.6902335,0.19592193,0.46591428,0.6253697
1230,0.23420072,0.2502233,0.6636869,0.21885686,0.46578035,0.6007495
1231,0.25482237,0.2620444,0.700655,0.1800322,0.48659188,0.57711947
1232,0.23474297,0.2401446,0.6293845,0.21267276,0.45764118,0.587812
1233,0.2638399,0.264238,0.6786883,0.20247015,0.4503584,0.59876615
1234,0.2836143,0.26876783,0.7151868,0.21653613,0.4696269,0.5853287
1235,0.22759494,0.2343387,0.60834277,0.20590357,0.45702118,0.62991226
1236,0.2883929,0.26962623,0.69507563,0.20692384,0.45450494,0.59363544
1237,0.25809056,0.254717,0.6683718,0.20609301,0.48678234,0.6592875
1238,0.2567012,0.2654182,0.7032941,0.1929539,0.5049393,0.6009435
1239,0.24428894,0.24220164,0.629981,0.20314518,0.4566593,0.62287706
1240,0.2518021,0.25151628,0.679569,0.20995891,0.45099872,0.5970526
1241,0.28071207,0.26021615,0.6848584,0.21012813,0.4395623,0.58209
1242,0.28499374,0.271871,0.7024123,0.19960862,0.46650437,0.6237063
1243,0.2798237,0.26493895,0.6816285,0.20654914,0.46780363,0.6277739
1244,0.24403106,0.2400831,0.6611477,0.205226,0.4478045,0.55353934
1245,0.2586105,0.26071203,0.65919065,0.20650685,0.43794927,0.5739293
1246,0.2466341,0.23935416,0.6256972,0.20674294,0.471735,0.6360011
1247,0.2611026,0.26404905,0.66951895,0.20739272,0.45556298,0.59906214
1248,0.2426674,0.24287263,0.66668975,0.21306513,0.46474284,0.5732138
1249,0.28506523,0.26935256,0.6946043,0.20464064,0.46315348,0.6161572
1250,0.28821453,0.26997155,0.69971514,0.21407953,0.45739228,0.5838403
1251,0.25831395,0.23226714,0.6173818,0.19708607,0.389497,0.45634416
1252,0.2785908,0.2642866,0.6506708,0.19766888,0.45780867,0.5789448
1253,0.25969046,0.2486234,0.6763845,0.20929287,0.45053795,0.5826909
1254,0.26935264,0.26178372,0.67539895,0.19949687,0.4492665,0.60425115
1255,0.22473344,0.22851834,0.61421776,0.20750362,0.4526033,0.6016896
1256,0.27313906,0.2669088,0.68162525,0.19738077,0.43935204,0.5915299
1257,0.25446102,0.25594458,0.6464974,0.20662305,0.4283731,0.56240267
1258,0.2489537,0.25005254,0.66644776,0.20301774,0.48459587,0.61237776
1259,0.24509987,0.2523634,0.66738594,0.2198881,0.4760282,0.59220195
1260,0.25431693,0.24896032,0.6688417,0.21209073,0.4581771,0.5820666
1261,0.24192004,0.2475641,0.65648884,0.2119689,0.4537274,0.5931082
1262,0.25490698,0.25558937,0.6501713,0.21082495,0.43941635,0.5746895
1263,0.27866936,0.25605112,0.6854616,0.20265487,0.44216377,0.5643068
1264,0.2683236,0.25824553,0.6623236,0.18277815,0.4487916,0.54440796
1265,0.2738503,0.25728974,0.6781191,0.20679024,0.443722,0.58324856
1266,0.24949281,0.24819872,0.6505275,0.1998657,0.45445725,0.60660714
1267,0.2454044,0.25696138,0.68535,0.22502258,0.4874778,0.61459696
1268,0.27142972,0.2616101,0.6787567,0.20839116,0.48407,0.65270245
1269,0.28819957,0.2638487,0.70527405,0.20679754,0.44906086,0.5633883
1270,0.28516746,0.25769126,0.6962479,0.20331039,0.4447503,0.55909985
1271,0.2848307,0.27025402,0.71102417,0.21691579,0.465805,0.58282626
1272,0.28348246,0.2700586,0.71236104,0.21668567,0.47028968,0.58698106
1273,0.2865719,0.26687542,0.71032006,0.21143618,0.4541274,0.5721976
1274,0.28470096,0.26787072,0.711099,0.21458974,0.4618451,0.57868624
1275,0.28413674,0.26563448,0.70207816,0.20926914,0.44777972,0.5664736
1276,0.28477407,0.26810655,0.704407,0.21286334,0.4525626,0.5716731
1277,0.29153752,0.27338758,0.710077,0.20871693,0.45649886,0.5874431
1278,0.2910827,0.2734313,0.7050703,0.20856555,0.45518255,0.5881358
1279,0.2504876,0.21860416,0.7062363,0.20640412,0.43532345,0.569963
1280,0.25445303,0.21094504,0.6029416,0.16176593,0.34521192,0.39675415
1281,0.24213251,0.20821518,0.57596445,0.17002001,0.36737788,0.41398025
1282,0.25395933,0.21358058,0.5924796,0.13915128,0.31610167,0.38509673
1283,0.23416916,0.1984002,0.5747351,0.13578175,0.33082995,0.44340616
1284,,,,,,
1285,0.23877463,0.2031146,0.5558184,0.13089052,0.3157578,0.4150325
1286,0.23094185,0.2009601,0.5475043,0.17320243,0.3727726,0.42528054
1287,0.2636068,0.21556985,0.6081687,0.15380332,0.33434525,0.38119468
1288,0.2443409,0.2097291,0.5695696,0.14029717,0.33760765,0.4282902
1289,0.24599609,0.20945598,0.65556616,0.19867586,0.40752062,0.54838765
1290,0.26504862,0.22130817,0.62633777,0.1669974,0.3703276,0.41693223
1291,0.24728286,0.2023032,0.58034074,0.13235268,0.29560965,0.35569078
1292,0.23616898,0.19902731,0.6027891,0.1592846,0.36141932,0.47337067
1293,0.23127861,0.20112097,0.5533689,0.17039403,0.36109763,0.41029397
1294,0.253099,0.20744167,0.58228767,0.13988063,0.29427704,0.34756407
1295,0.22858694,0.19084603,0.5635608,0.14216663,0.32148817,0.4368658
1296,0.2727635,0.23261192,0.6559322,0.17542344,0.399805,0.45124847
1297,0.2618837,0.21589103,0.6091826,0.14407212,0.3147455,0.36850244
1298,0.24996103,0.21784803,0.70163935,0.19575574,0.43201065,0.5577338
1299,0.22457203,0.20292549,0.5277344,0.17797032,0.3869664,0.4382946
1300,0.2289927,0.19302016,0.5362567,0.12606102,0.29986867,0.40516964
1301,0.25110608,0.21662357,0.5964831,0.14716142,0.34761506,0.42650038
1302,0.22721401,0.19804151,0.5296039,0.1722756,0.3680887,0.42007905
1303,0.2360621,0.20155162,0.54045045,0.12739973,0.29538107,0.38292024
1304,0.26101574,0.22001226,0.61475855,0.15207674,0.3436526,0.4109503
1305,0.25452882,0.21861367,0.5999508,0.17629352,0.3857876,0.42279333
1306,0.23654269,0.2061129,0.586684,0.16335407,0.34316006,0.39894342
1307,0.24245998,0.20647354,0.6369141,0.1784733,0.38750732,0.5167414
1308,0.24788614,0.21343249,0.6450168,0.16288279,0.39650136,0.49346742
1309,0.24777311,0.21377605,0.666468,0.18048944,0.40930697,0.5171011
1310,0.24029756,0.20426437,0.5829722,0.15191914,0.31425217,0.3725175
1311,0.26441836,0.21929315,0.6214938,0.15942681,0.3538284,0.41729805
1312,0.23450932,0.20858763,0.5571235,0.17544466,0.37803826,0.42662203
1313,0.24170537,0.20121251,0.56785053,0.12979478,0.29991192,0.3735997
1314,0.2450485,0.21148823,0.6103457,0.14900218,0.37268087,0.47713777
1315,0.2597889,0.21894725,0.6142445,0.17155714,0.37805864,0.4208766
1316,0.23675136,0.19822839,0.60215634,0.16930558,0.3663684,0.4985334
1317,0.2229447,0.19318718,0.50849724,0.1673967,0.37515664,0.42942184
1318,0.24262969,0.20873526,0.5776211,0.1378907,0.34486192,0.4468675
1319,0.26655245,0.22305179,0.6432856,0.16859306,0.37288186,0.42671242
1320,0.26048714,0.22080147,0.5937789,0.149299,0.3732894,0.448402
1321,0.23690872,0.19168018,0.51213026,0.18220182,0.35715887,0.4396026
1322,0.24258251,0.18994637,0.55913186,0.1585977,0.48899257,0.6305068
1323,0.24222082,0.21441716,0.5659045,0.18827432,0.376972,0.46577317
