,Astro,Chandelier,Endo,L2/3 IT,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5_Lhx6,Micro-PVM,OPC,Oligo,Pax6,Pvalb,Sncg,Sst,VLMC,Vip
47,0.05406572811533808,0.002662591073255741,0.0002812282371074293,0.24905504541189208,0.1716393799828567,0.010566544878962915,0.13318701993487086,0.054161893304481394,0.03566094603969167,0.05125968285373445,0.015595161464864907,0.03891211620189967,0.01212903081381257,0.005366930347711698,0.004001845510415924,0.01085265638868059,0.06082416271084959,0.003100496677480066,0.015306789678377678,0.006544061332805573,0.040590651381207654,0.007089193235782664,0.017146844423920147
49,0.05827767148183386,0.0024970188951901062,0.00032732462970736425,0.23261079032299936,0.16439302423141783,0.012384762583154725,0.1321335942399999,0.06050008509330133,0.04136647924006345,0.054757731341781385,0.019988059503914017,0.04084674252631621,0.011785810507522004,0.005912401330302965,0.0043458861124689675,0.011740662348533566,0.0571989564193835,0.0030406918319122703,0.015125797915893802,0.006609221161224658,0.041736207317333386,0.006837077885527652,0.015584003080217798
51,0.0611552551092015,0.002530549706778562,0.00023527929722611302,0.24836943531000477,0.16199548193223884,0.011397222544901806,0.11771476001332506,0.05122304300277922,0.038756568290373376,0.05574316833825677,0.02300650052364868,0.037970764874084226,0.012111804240073092,0.0051354711230151805,0.004700711278975114,0.011824798818373903,0.06817318558736166,0.002985951830775335,0.014895441610723151,0.006487061165858756,0.03972308335624397,0.007036659397100051,0.016827802648680865
53,0.07065114945029548,0.0023591647711764018,0.0003964894825651805,0.2582912276912986,0.13682328728784518,0.015450142362703832,0.10653525185956576,0.04256586818120096,0.03838799544910751,0.05122470157622281,0.012578378349918982,0.03012077945177647,0.01387868190023412,0.005276600861526919,0.0031365187292157768,0.011175023761715528,0.11222315487822525,0.003243240131786361,0.0188147457825217,0.004754254937396835,0.036520987205482136,0.008749091423856983,0.016843264474361328
55,0.075176562156769,0.002404668774138387,0.0005235232311771826,0.24171533742042053,0.121390530366982,0.018176992391702035,0.10373245454680573,0.0434955099123061,0.04019373166372041,0.05505816346883711,0.011449728952580217,0.03118036419063442,0.01452295273569857,0.005677964345290156,0.003371213019559582,0.01222036992047245,0.13330633520640697,0.0032099070053710796,0.01958574440924499,0.0045461806172626615,0.03501290165119728,0.007937962340988203,0.0161109016724348
57,0.0734719785755375,0.0021618923798816456,0.0008158447786891571,0.24933315882252913,0.12463919820834085,0.01824076608926726,0.10241107139105082,0.04139363664699681,0.03956325636239141,0.053612587208246035,0.01307064293172167,0.030363933776259244,0.013531380648274915,0.005207543169397052,0.002966213139142822,0.011531960539094816,0.13035648762487337,0.0031881542331832864,0.020051648543493866,0.004142225361795278,0.035237205113368565,0.008773308355829217,0.015935906100635472
59,0.07765386721836658,0.002215754092950844,0.0009049800016120278,0.23619807593131784,0.10846833900573438,0.020795020895222286,0.1011466072595625,0.0420451562279311,0.04070735656698016,0.05766702953491716,0.012223648159553905,0.031478845631140034,0.014053580298559102,0.005609863821582285,0.003180626141808194,0.01251228015096157,0.14784555941268343,0.003168810472566977,0.020625006661320666,0.004043707907268892,0.03418722963884074,0.007851635178594047,0.015417019790525323
61,0.06765163349362385,0.0023647793608424835,0.00032576833313271563,0.2709819573032295,0.14825298956085395,0.013011005304654745,0.11307916973849809,0.040789367891035606,0.035593175388953235,0.048239334131071405,0.016764251892503905,0.031207060696975476,0.012582702221844981,0.004826967730397539,0.003265556346225318,0.010370363503013203,0.08672271634660328,0.003420357684902161,0.01770546219029736,0.0049523102674662225,0.04086879736232188,0.008896601065492319,0.01812767218606058
63,0.07157660372187512,0.0027614431966169624,0.0003088519545386253,0.2794680840513907,0.1312423271849055,0.015386436320746898,0.1034559499328525,0.03931380177229754,0.03720775942498625,0.051565345199515375,0.01328560311057634,0.030599690209799604,0.01395051208937611,0.005316833317765655,0.003331703745614819,0.011366044984117292,0.10066552745939958,0.003200386514491926,0.01795834486297516,0.00529592684510001,0.03766210807274567,0.007637333974371491,0.017443382053941196
65,0.06702318700495837,0.0018607078655382247,0.0004468929982974021,0.2587245899253533,0.14318957260012125,0.013213676866308564,0.12950293750929048,0.04429990139303505,0.03429160077784036,0.0502931752317288,0.01445007783053324,0.032559956956534776,0.013023073610265229,0.005106107529425917,0.00235880043517755,0.0095302158451332,0.08296349703606629,0.0036835790496685928,0.018487139834346994,0.005040224415690142,0.04006182130505716,0.010703344444360217,0.019185919535269158
