Region label,Raw Surface label,Region name,Hemi,Centroid R,Centroid A,Centroid S,DK Region Name,DK Overlap Ratio,AAL Region Name,AAL Overlap Ratio,HarvardOxford Region Name,HarvardOxford Overlap Ratio,MICCAI Region Name,MICCAI Overlap Ratio,BN Region Name,BN Overlap Ratio,Glasser Region Name,Glasser Overlap Ratio,Schaefer200 Region Name,Schaefer200 Overlap Ratio,Schaefer400 Region Name,Schaefer400 Overlap Ratio,Yeo7 Region Name,Yeo7 Overlap Ratio,Yeo17 Region Name,Yeo17 Overlap Ratio,lobe,info
1570,10055115,lh__pericalcarine__3,Left,-6,-83,0,lh_pericalcarine,1,Lingual_L,0.556962025,Intracalcarine Cortex_Left,0.594936709,Left_Calc,0.487341772,L_rCunG,0.949367089,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.860759494,7Networks_LH_Vis_18,0.784810127,Left Visual,1.0,Left Visual Peripheral (Visual B),0.987341772,Occipital,
1571,7141018,lh__pericalcarine__4,Left,-4,-76,12,lh_pericalcarine,1,Calcarine_L,0.989361702,Intracalcarine Cortex_Left,0.957446809,Left_Calc,0.861702128,L_rCunG,0.957446809,L_V1_ROI,1.0,7Networks_LH_Vis_10,1.0,7Networks_LH_Vis_21,1.0,Left Visual,0.989361702,Left Visual Peripheral (Visual B),0.989361702,Occipital,
1572,1549751,lh__pericalcarine__5,Left,-23,-67,7,lh_pericalcarine,1,Calcarine_L,0.987951807,Intracalcarine Cortex_Left,0.831325301,Left_Calc,0.831325301,L_vmPOS,0.771084337,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.855421687,7Networks_LH_Vis_22,0.855421687,Left Visual,0.855421687,Left Visual Peripheral (Visual B),0.855421687,Occipital,
1573,6453835,lh__pericalcarine__6,Left,-4,-86,-2,lh_pericalcarine,1,Calcarine_L,0.85915493,Lingual Gyrus_Left,0.556338028,Left_Calc,0.5,L_rCunG,0.436619718,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.943661972,7Networks_LH_Vis_18,0.936619718,Left Visual,0.964788732,Left Visual Peripheral (Visual B),0.767605634,Occipital,
1574,16065740,lh__pericalcarine__7,Left,-7,-93,3,lh_pericalcarine,1,Calcarine_L,0.8,Occipital Pole_Left,0.952380952,Left_Calc,0.676190476,L_cCunG,0.961904762,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.942857143,7Networks_LH_Vis_18,0.942857143,Left Visual,0.923809524,Left Visual Central (Visual A),0.476190476,Occipital,
1575,13912558,lh__pericalcarine__8,Left,-10,-70,5,lh_pericalcarine,1,Lingual_L,0.508474576,Intracalcarine Cortex_Left,0.745762712,Left_Calc,0.474576271,L_vmPOS,0.983050847,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.974576271,7Networks_LH_Vis_21,0.898305085,Left Visual,0.991525424,Left Visual Peripheral (Visual B),0.991525424,Occipital,
1576,14385448,lh__pericalcarine__9,Left,-7,-78,4,lh_pericalcarine,1,Lingual_L,0.539130435,Intracalcarine Cortex_Left,0.72173913,Left_Calc,0.652173913,L_rCunG,1.0,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.939130435,7Networks_LH_Vis_21,0.860869565,Left Visual,1.0,Left Visual Peripheral (Visual B),1.0,Occipital,
1577,319701,lh__pericalcarine__10,Left,-24,-69,4,lh_pericalcarine,1,Calcarine_L,0.566666667,Intracalcarine Cortex_Left,0.3,Left_Calc,0.466666667,L_vmPOS,0.916666667,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.583333333,7Networks_LH_Vis_22,0.583333333,Left Visual,0.583333333,Left Visual Peripheral (Visual B),0.583333333,Occipital,
1578,15074519,lh__pericalcarine__11,Left,-4,-92,3,lh_pericalcarine,1,Calcarine_L,1.0,Occipital Pole_Left,0.9296875,Left_Calc,0.7734375,L_cCunG,0.9921875,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.9921875,7Networks_LH_Vis_18,0.9921875,Left Visual,0.9765625,Left Visual Peripheral (Visual B),0.8984375,Occipital,
1579,11029539,lh__pericalcarine__12,Left,-12,-81,8,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,0.891891892,Left_Calc,0.635135135,L_rCunG,0.972972973,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.72972973,7Networks_LH_Vis_21,0.72972973,Left Visual,0.72972973,Left Visual Peripheral (Visual B),0.72972973,Occipital,
1580,6117399,lh__pericalcarine__13,Left,-6,-91,-4,lh_pericalcarine,1,Calcarine_L,0.980263158,Occipital Pole_Left,0.677631579,Left_Calc,0.776315789,L_cCunG,0.973684211,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.960526316,7Networks_LH_Vis_18,0.796052632,Left Visual,0.921052632,Left Visual Central (Visual A),0.894736842,Occipital,
1581,4270583,lh__pericalcarine__14,Left,-7,-81,2,lh_pericalcarine,1,Lingual_L,0.536363636,Intracalcarine Cortex_Left,0.718181818,Left_Calc,0.481818182,L_rCunG,1.0,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.845454545,7Networks_LH_Vis_18,0.636363636,Left Visual,1.0,Left Visual Peripheral (Visual B),1.0,Occipital,
1582,12092534,lh__pericalcarine__15,Left,-12,-66,8,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,0.991666667,Left_Calc,0.95,L_vmPOS,0.958333333,L_V1_ROI,1.0,7Networks_LH_Vis_10,1.0,7Networks_LH_Vis_21,0.625,Left Visual,1.0,Left Visual Peripheral (Visual B),1.0,Occipital,
1583,4548066,lh__pericalcarine__16,Left,-3,-85,6,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,0.8375,Left_Calc,0.825,L_rCunG,1.0,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.775,7Networks_LH_Vis_18,0.95,Left Visual,0.925,Left Visual Peripheral (Visual B),0.925,Occipital,
1584,3275201,lh__pericalcarine__17,Left,-7,-72,14,lh_pericalcarine,1,Calcarine_L,0.992592593,Intracalcarine Cortex_Left,0.977777778,Left_Calc,0.733333333,L_vmPOS,0.874074074,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.962962963,7Networks_LH_Vis_21,0.962962963,Left Visual,0.985185185,Left Visual Peripheral (Visual B),0.985185185,Occipital,
1585,13492448,lh__pericalcarine__18,Left,-6,-71,8,lh_pericalcarine,1,Calcarine_L,0.801980198,Intracalcarine Cortex_Left,0.821782178,Left_Calc,0.811881188,L_vmPOS,0.564356436,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.920792079,7Networks_LH_Vis_21,0.920792079,Left Visual,0.96039604,Left Visual Peripheral (Visual B),0.96039604,Occipital,
1586,597838,lh__pericalcarine__19,Left,-4,-79,9,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,0.865168539,Left_Calc,0.876404494,L_rCunG,0.943820225,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.988764045,7Networks_LH_Vis_21,0.988764045,Left Visual,0.943820225,Left Visual Peripheral (Visual B),0.943820225,Occipital,
1587,3017124,lh__pericalcarine__20,Left,-16,-72,7,lh_pericalcarine,1,Calcarine_L,0.948717949,Intracalcarine Cortex_Left,0.538461538,Left_Calc,0.615384615,L_vmPOS,1.0,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.641025641,7Networks_LH_Vis_22,0.435897436,Left Visual,0.641025641,Left Visual Peripheral (Visual B),0.641025641,Occipital,
1588,16390223,lh__pericalcarine__21,Left,-7,-74,7,lh_pericalcarine,1,Calcarine_L,0.92173913,Intracalcarine Cortex_Left,0.834782609,Left_Calc,0.852173913,L_rCunG,0.886956522,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.939130435,7Networks_LH_Vis_21,0.939130435,Left Visual,1.0,Left Visual Peripheral (Visual B),1.0,Occipital,
1589,13616210,lh__pericalcarine__22,Left,-4,-89,-3,lh_pericalcarine,1,Calcarine_L,1.0,Lingual Gyrus_Left,0.5,Left_Calc,0.7734375,L_cCunG,0.984375,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.984375,7Networks_LH_Vis_18,0.984375,Left Visual,0.953125,Left Visual Central (Visual A),0.7109375,Occipital,
1590,7477791,lh__pericalcarine__23,Left,-8,-87,4,lh_pericalcarine,1,Calcarine_L,0.893442623,Intracalcarine Cortex_Left,0.87704918,Left_Calc,0.680327869,L_rCunG,0.524590164,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.696721311,7Networks_LH_Vis_18,0.918032787,Left Visual,0.87704918,Left Visual Peripheral (Visual B),0.87704918,Occipital,
1591,12587198,lh__pericalcarine__24,Left,-7,-66,11,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,0.952830189,Left_Calc,0.886792453,L_vmPOS,0.905660377,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.962264151,7Networks_LH_Vis_21,0.886792453,Left Visual,0.981132075,Left Visual Peripheral (Visual B),0.981132075,Occipital,
1592,449221,lh__pericalcarine__25,Left,-26,-66,5,lh_pericalcarine,1,Calcarine_L,0.76,Intracalcarine Cortex_Left,0.2,Left_Calc,0.58,L_vmPOS,0.86,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.8,7Networks_LH_Vis_22,0.8,Left Visual,0.8,Left Visual Peripheral (Visual B),0.8,Occipital,
1593,8012518,lh__pericalcarine__26,Left,-9,-96,-5,lh_pericalcarine,1,Calcarine_L,1.0,Occipital Pole_Left,1.0,Left_Calc,0.805825243,L_cCunG,0.922330097,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.970873786,7Networks_LH_Vis_15,0.970873786,Left Visual,0.970873786,Left Visual Central (Visual A),0.970873786,Occipital,
1594,14058563,lh__pericalcarine__27,Left,-1,-93,2,lh_pericalcarine,1,Calcarine_L,1.0,Occipital Pole_Left,0.6875,Left_Cun,0.479166667,L_cCunG,0.90625,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.90625,7Networks_LH_Vis_18,0.90625,Left Visual,0.75,Left Visual Peripheral (Visual B),0.666666667,Occipital,
1595,16295334,lh__pericalcarine__28,Left,-9,-88,0,lh_pericalcarine,1,Calcarine_L,0.62962963,Intracalcarine Cortex_Left,0.481481481,Left_Calc,0.648148148,L_cCunG,0.814814815,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.87037037,7Networks_LH_Vis_18,0.87037037,Left Visual,0.851851852,Left Visual Peripheral (Visual B),0.824074074,Occipital,
1596,3850650,lh__pericalcarine__29,Left,-8,-97,-1,lh_pericalcarine,1,Calcarine_L,0.666666667,Occipital Pole_Left,1.0,Left_Calc,0.655172414,L_cCunG,0.91954023,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.965517241,7Networks_LH_Vis_15,0.873563218,Left Visual,1.0,Left Visual Central (Visual A),1.0,Occipital,
1597,3774508,lh__pericalcarine__30,Left,-17,-72,4,lh_pericalcarine,1,Calcarine_L,0.646341463,Intracalcarine Cortex_Left,0.56097561,Left_Calc,0.5,L_vmPOS,0.93902439,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.646341463,7Networks_LH_Vis_22,0.341463415,Left Visual,0.646341463,Left Visual Peripheral (Visual B),0.646341463,Occipital,
1598,11173679,lh__pericalcarine__31,Left,-7,-86,8,lh_pericalcarine,1,Calcarine_L,0.967741935,Intracalcarine Cortex_Left,0.774193548,Left_Calc,0.709677419,L_rCunG,0.989247312,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.892473118,7Networks_LH_Vis_18,0.741935484,Left Visual,0.956989247,Left Visual Peripheral (Visual B),0.956989247,Occipital,
1599,5294556,lh__pericalcarine__32,Left,-3,-73,13,lh_pericalcarine,1,Calcarine_L,0.99,Intracalcarine Cortex_Left,0.97,Left_Calc,0.82,L_rCunG,0.58,L_V1_ROI,1.0,7Networks_LH_Vis_10,1.0,7Networks_LH_Vis_21,1.0,Left Visual,1.0,Left Visual Peripheral (Visual B),1.0,Occipital,
1600,7778838,lh__pericalcarine__33,Left,-8,-86,1,lh_pericalcarine,1,Calcarine_L,0.763157895,Intracalcarine Cortex_Left,0.842105263,Left_Calc,0.745614035,L_rCunG,0.859649123,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.938596491,7Networks_LH_Vis_18,0.964912281,Left Visual,0.956140351,Left Visual Peripheral (Visual B),0.956140351,Occipital,
1601,6920801,lh__pericalcarine__34,Left,-4,-96,1,lh_pericalcarine,1,Calcarine_L,0.884057971,Occipital Pole_Left,0.927536232,Left_Calc,0.31884058,L_cCunG,0.956521739,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.898550725,7Networks_LH_Vis_18,0.811594203,Left Visual,0.927536232,Left Visual Central (Visual A),0.666666667,Occipital,
1602,1837010,lh__pericalcarine__35,Left,-19,-67,7,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,1.0,Left_Calc,0.974358974,L_vmPOS,1.0,L_V1_ROI,1.0,7Networks_LH_Vis_10,1.0,7Networks_LH_Vis_22,1.0,Left Visual,1.0,Left Visual Peripheral (Visual B),1.0,Occipital,
1603,665232,lh__pericalcarine__36,Left,-7,-83,8,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,0.889908257,Left_Calc,0.908256881,L_rCunG,0.990825688,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.990825688,7Networks_LH_Vis_21,0.706422018,Left Visual,0.981651376,Left Visual Peripheral (Visual B),0.981651376,Occipital,
1604,8208613,lh__pericalcarine__37,Left,-9,-94,-5,lh_pericalcarine,1,Calcarine_L,0.977011494,Occipital Pole_Left,0.896551724,Left_Calc,0.551724138,L_cCunG,1.0,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.908045977,7Networks_LH_Vis_15,0.873563218,Left Visual,0.908045977,Left Visual Central (Visual A),0.908045977,Occipital,
1605,4730507,lh__pericalcarine__38,Left,-8,-77,12,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,1.0,Left_Calc,0.815217391,L_rCunG,0.902173913,L_V1_ROI,1.0,7Networks_LH_Vis_10,1.0,7Networks_LH_Vis_21,1.0,Left Visual,1.0,Left Visual Peripheral (Visual B),1.0,Occipital,
1606,6212991,lh__pericalcarine__39,Left,-3,-82,7,lh_pericalcarine,1,Calcarine_L,0.987654321,Intracalcarine Cortex_Left,0.740740741,Left_Calc,0.827160494,L_rCunG,0.975308642,L_V1_ROI,1.0,7Networks_LH_Vis_10,1.0,7Networks_LH_Vis_21,0.765432099,Left Visual,0.901234568,Left Visual Peripheral (Visual B),0.901234568,Occipital,
1607,14954313,lh__pericalcarine__40,Left,-14,-74,6,lh_pericalcarine,1,Calcarine_L,0.888888889,Intracalcarine Cortex_Left,0.814814815,Left_Calc,0.592592593,L_vmPOS,0.851851852,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.82962963,7Networks_LH_Vis_21,0.77037037,Left Visual,0.82962963,Left Visual Peripheral (Visual B),0.82962963,Occipital,
1608,662486,lh__pericalcarine__41,Left,-11,-78,12,lh_pericalcarine,1,Calcarine_L,0.965909091,Intracalcarine Cortex_Left,0.943181818,Left_Calc,0.545454545,L_rCunG,0.852272727,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.931818182,7Networks_LH_Vis_21,0.931818182,Left Visual,0.931818182,Left Visual Peripheral (Visual B),0.931818182,Occipital,
1609,15201310,lh__pericalcarine__42,Left,-3,-69,12,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,0.955555556,Left_Calc,0.811111111,L_vmPOS,0.877777778,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.966666667,7Networks_LH_Vis_21,0.944444444,Left Visual,0.966666667,Left Visual Peripheral (Visual B),0.966666667,Occipital,
1610,4120596,lh__pericalcarine__43,Left,-6,-96,1,lh_pericalcarine,1,Calcarine_L,0.845360825,Occipital Pole_Left,1.0,Left_Calc,0.432989691,L_cCunG,0.927835052,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.907216495,7Networks_LH_Vis_18,0.680412371,Left Visual,1.0,Left Visual Central (Visual A),0.896907216,Occipital,
1611,12708563,lh__pericalcarine__44,Left,-10,-93,1,lh_pericalcarine,1,Occipital_Sup_L,0.477777778,Occipital Pole_Left,0.977777778,Left_Calc,0.766666667,L_cCunG,0.933333333,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.855555556,7Networks_LH_Vis_18,0.588888889,Left Visual,0.844444444,Left Visual Central (Visual A),0.822222222,Occipital,
1612,8231235,lh__pericalcarine__45,Left,-10,-83,7,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,0.93877551,Left_Calc,0.785714286,L_rCunG,1.0,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.806122449,7Networks_LH_Vis_21,0.734693878,Left Visual,0.806122449,Left Visual Peripheral (Visual B),0.806122449,Occipital,
1613,8419177,lh__pericalcarine__46,Left,-10,-71,11,lh_pericalcarine,1,Calcarine_L,0.977011494,Intracalcarine Cortex_Left,1.0,Left_Calc,0.862068966,L_vmPOS,0.954022989,L_V1_ROI,1.0,7Networks_LH_Vis_10,1.0,7Networks_LH_Vis_21,1.0,Left Visual,1.0,Left Visual Peripheral (Visual B),1.0,Occipital,
1614,15540357,lh__pericalcarine__47,Left,-10,-72,9,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,0.867647059,Left_Calc,0.867647059,L_vmPOS,0.852941176,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.897058824,7Networks_LH_Vis_21,0.897058824,Left Visual,0.926470588,Left Visual Peripheral (Visual B),0.926470588,Occipital,
1615,14687537,lh__pericalcarine__48,Left,-11,-93,-3,lh_pericalcarine,1,Calcarine_L,0.622047244,Occipital Pole_Left,0.803149606,Left_Calc,0.637795276,L_cCunG,0.968503937,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.755905512,7Networks_LH_Vis_15,0.519685039,Left Visual,0.74015748,Left Visual Central (Visual A),0.74015748,Occipital,
1616,192633,lh__pericalcarine__49,Left,-22,-69,7,lh_pericalcarine,1,Calcarine_L,0.971153846,Intracalcarine Cortex_Left,0.605769231,Left_Calc,0.701923077,L_vmPOS,0.971153846,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.846153846,7Networks_LH_Vis_22,0.846153846,Left Visual,0.846153846,Left Visual Peripheral (Visual B),0.846153846,Occipital,
1617,16172157,lh__pericalcarine__50,Left,-12,-74,10,lh_pericalcarine,1,Calcarine_L,0.94,Intracalcarine Cortex_Left,0.88,Left_Calc,0.64,L_vmPOS,0.94,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.88,7Networks_LH_Vis_21,0.86,Left Visual,0.88,Left Visual Peripheral (Visual B),0.88,Occipital,
1618,8375220,lh__pericalcarine__51,Left,-14,-70,9,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,0.976190476,Left_Calc,0.94047619,L_vmPOS,1.0,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.988095238,7Networks_LH_Vis_21,0.666666667,Left Visual,0.988095238,Left Visual Peripheral (Visual B),0.988095238,Occipital,
1619,5921227,lh__pericalcarine__52,Left,-8,-80,10,lh_pericalcarine,1,Calcarine_L,0.921428571,Intracalcarine Cortex_Left,0.985714286,Left_Calc,0.857142857,L_rCunG,0.992857143,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.992857143,7Networks_LH_Vis_21,0.992857143,Left Visual,0.992857143,Left Visual Peripheral (Visual B),0.992857143,Occipital,
1620,4878397,lh__pericalcarine__53,Left,-11,-80,4,lh_pericalcarine,1,Calcarine_L,0.825,Intracalcarine Cortex_Left,0.975,Left_Calc,0.625,L_rCunG,0.958333333,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.883333333,7Networks_LH_Vis_21,0.833333333,Left Visual,0.9,Left Visual Peripheral (Visual B),0.9,Occipital,
1621,6919056,lh__pericalcarine__54,Left,-4,-87,5,lh_pericalcarine,1,Calcarine_L,0.991071429,Intracalcarine Cortex_Left,0.758928571,Left_Calc,0.883928571,L_rCunG,0.75,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.696428571,7Networks_LH_Vis_18,1.0,Left Visual,0.973214286,Left Visual Peripheral (Visual B),0.973214286,Occipital,
1622,2474944,lh__pericalcarine__55,Left,-13,-78,6,lh_pericalcarine,1,Calcarine_L,0.917582418,Intracalcarine Cortex_Left,0.774725275,Left_Calc,0.467032967,L_rCunG,0.818681319,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.774725275,7Networks_LH_Vis_21,0.774725275,Left Visual,0.785714286,Left Visual Peripheral (Visual B),0.785714286,Occipital,
1623,16612348,lh__pericalcarine__56,Left,-11,-84,4,lh_pericalcarine,1,Calcarine_L,0.747663551,Intracalcarine Cortex_Left,0.962616822,Left_Calc,0.710280374,L_rCunG,1.0,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.635514019,7Networks_LH_Vis_18,0.654205607,Left Visual,0.85046729,Left Visual Peripheral (Visual B),0.85046729,Occipital,
1624,14446499,lh__pericalcarine__57,Left,-9,-90,3,lh_pericalcarine,1,Calcarine_L,0.730769231,Occipital Pole_Left,0.471153846,Left_Calc,0.740384615,L_cCunG,0.980769231,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.875,7Networks_LH_Vis_18,0.875,Left Visual,0.846153846,Left Visual Peripheral (Visual B),0.807692308,Occipital,
1625,5262568,lh__pericalcarine__58,Left,-6,-90,5,lh_pericalcarine,1,Calcarine_L,1.0,Occipital Pole_Left,0.565217391,Left_Calc,0.608695652,L_cCunG,0.8,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.939130435,7Networks_LH_Vis_18,1.0,Left Visual,0.973913043,Left Visual Peripheral (Visual B),0.973913043,Occipital,
1626,3243828,lh__pericalcarine__59,Left,-10,-91,-1,lh_pericalcarine,1,Calcarine_L,0.514563107,Occipital Pole_Left,0.45631068,Left_Calc,0.660194175,L_cCunG,0.990291262,L_V1_ROI,1.0,7Networks_LH_Vis_7,0.805825243,7Networks_LH_Vis_18,0.766990291,Left Visual,0.776699029,Left Visual Central (Visual A),0.466019417,Occipital,
1627,8012095,lh__pericalcarine__60,Left,-15,-74,8,lh_pericalcarine,1,Calcarine_L,0.769230769,Intracalcarine Cortex_Left,0.576923077,Left_Calc,0.519230769,L_vmPOS,0.903846154,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.557692308,7Networks_LH_Vis_21,0.461538462,Left Visual,0.557692308,Left Visual Peripheral (Visual B),0.557692308,Occipital,
1628,5539799,lh__pericalcarine__61,Left,-11,-75,12,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,1.0,Left_Calc,0.55,L_vmPOS,0.916666667,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.966666667,7Networks_LH_Vis_21,0.966666667,Left Visual,0.966666667,Left Visual Peripheral (Visual B),0.966666667,Occipital,
1629,1787279,lh__pericalcarine__62,Left,-22,-73,7,lh_pericalcarine,1,Calcarine_L,0.666666667,Intracalcarine Cortex_Left,0.333333333,Left_Calc,0.346666667,L_vmPOS,0.906666667,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.346666667,7Networks_LH_Vis_22,0.346666667,Left Visual,0.346666667,Left Visual Peripheral (Visual B),0.346666667,Occipital,
1630,8553569,lh__pericalcarine__63,Left,-13,-79,9,lh_pericalcarine,1,Calcarine_L,0.984126984,Intracalcarine Cortex_Left,0.73015873,Left_Calc,0.523809524,L_rCunG,0.682539683,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.73015873,7Networks_LH_Vis_21,0.73015873,Left Visual,0.73015873,Left Visual Peripheral (Visual B),0.73015873,Occipital,
1631,9860602,lh__pericalcarine__64,Left,-18,-71,7,lh_pericalcarine,1,Calcarine_L,1.0,Intracalcarine Cortex_Left,0.908396947,Left_Calc,0.900763359,L_vmPOS,1.0,L_V1_ROI,1.0,7Networks_LH_Vis_10,0.969465649,7Networks_LH_Vis_22,0.961832061,Left Visual,0.969465649,Left Visual Peripheral (Visual B),0.969465649,Occipital,
1632,12137341,lh__postcentral__1,Left,-49,-20,35,lh_postcentral,1,Postcentral_L,0.722222222,Postcentral Gyrus_Left,0.966666667,Left_PoG,0.233333333,L_A2,0.444444444,L_PFt_ROI,0.533333333,7Networks_LH_DorsAttn_Post_4,0.511111111,7Networks_LH_SomMot_15,0.477777778,Left Somatomotor,0.388888889,Left Dorsal Attention B,0.511111111,unspecified,"Parietal    0.567
Name: 1632, dtype: float64"
1633,16668753,lh__postcentral__2,Left,-38,-34,66,lh_postcentral,1,Postcentral_L,1.0,Postcentral Gyrus_Left,1.0,Left_PoG,0.895833333,L_A1/2/3tru,0.381944444,L_1_ROI,1.0,7Networks_LH_SomMot_9,0.659722222,7Networks_LH_SomMot_21,0.625,Left Somatomotor,0.902777778,Left Somatomotor A,0.902777778,Parietal,
1634,7452815,lh__postcentral__3,Left,-10,-39,76,lh_postcentral,1,Paracentral_Lobule_L,0.844086022,Postcentral Gyrus_Left,1.0,Left_PoG,0.88172043,L_A1/2/3tru,0.784946237,L_1_ROI,0.817204301,7Networks_LH_SomMot_15,0.97311828,7Networks_LH_SomMot_32,0.940860215,Left Somatomotor,0.978494624,Left Somatomotor A,0.978494624,Parietal,
1635,1300150,lh__postcentral__4,Left,-50,-10,28,lh_postcentral,1,Postcentral_L,0.789473684,Postcentral Gyrus_Left,0.578947368,Left_PoG,0.526315789,L_A1/2/3ulhf,0.649122807,L_3a_ROI,0.807017544,7Networks_LH_SomMot_6,0.98245614,7Networks_LH_SomMot_14,0.98245614,Left Somatomotor,0.98245614,Left Somatomotor B,0.98245614,unspecified,"Parietal    0.649
Frontal     0.333
Name: 1635, dtype: float64"
1636,16187684,lh__postcentral__5,Left,-56,-17,16,lh_postcentral,1,Postcentral_L,0.981308411,Central Opercular Cortex_Left,1.0,Left_CO,0.897196262,L_A1/2/3tonIa,0.91588785,L_OP4_ROI,0.626168224,7Networks_LH_SomMot_5,0.719626168,7Networks_LH_SomMot_11,0.672897196,Left Somatomotor,1.0,Left Somatomotor B,1.0,Parietal,
1637,10352122,lh__postcentral__6,Left,-55,-17,47,lh_postcentral,1,Postcentral_L,0.940298507,Postcentral Gyrus_Left,0.985074627,Left_PoG,0.805970149,L_A1/2/3ulhf,0.917910448,L_3b_ROI,0.5,7Networks_LH_SomMot_6,0.380597015,7Networks_LH_SomMot_17,0.440298507,Left Somatomotor,1.0,Left Somatomotor A,0.611940299,Parietal,
1638,5026774,lh__postcentral__7,Left,-45,-15,33,lh_postcentral,1,Postcentral_L,0.952380952,Postcentral Gyrus_Left,0.857142857,Left_PoG,0.46031746,L_A1/2/3ulhf,0.73015873,L_3b_ROI,0.904761905,7Networks_LH_SomMot_6,0.968253968,7Networks_LH_SomMot_17,0.968253968,Left Somatomotor,0.968253968,Left Somatomotor B,0.968253968,Parietal,
1639,8320798,lh__postcentral__8,Left,-23,-38,66,lh_postcentral,1,Postcentral_L,0.912442396,Postcentral Gyrus_Left,0.949308756,Left_PoG,0.718894009,L_A1/2/3tru,0.815668203,L_2_ROI,0.940092166,7Networks_LH_SomMot_13,0.778801843,7Networks_LH_SomMot_29,0.700460829,Left Somatomotor,0.903225806,Left Somatomotor A,0.903225806,Parietal,
1640,4706845,lh__postcentral__9,Left,-37,-34,44,lh_postcentral,1,Postcentral_L,1.0,Postcentral Gyrus_Left,0.9375,Left_PoG,0.479166667,L_A2,1.0,L_2_ROI,0.854166667,7Networks_LH_DorsAttn_Post_5,1.0,7Networks_LH_DorsAttn_Post_11,1.0,Left Dorsal Attention,1.0,Left Dorsal Attention B,1.0,Parietal,
