path,rows,columns,index_min,index_max,minimum,maximum,row_sum_min,row_sum_max,closed,bytes,sha256
maps/D99/ctype_ratio_plot_D99.csv,132,226,2,224,0.0,0.1079711564666558,0.9999999999999881,1.068132405501466,False,624805,1cc104693ae51a39de8616c5b61b6b68eb2e051a5e271d6be9a784b8d1015e84
maps/D99/ctype_density_plot_D99.csv,141,257,2,224,0.0,93.4664539828616,374.8321186675071,1690.1332433571608,False,594930,bb1203aacf3e65b63c42c8335ab4cf323ceeb44efecb8b52fb1065b1ecf9878e
maps/BN/ctype_ratio_BN_23_subclass.csv,105,23,1,209,3.672096804049264e-05,0.2919420855064824,0.9999999999999983,0.9999999999999997,True,50353,0f7d4009d26c2326012a65b0fbad260f02c354afa17de3096bdaba6e79ed0fc1
maps/BN/ctype_ratio_BN_71_cluster.csv,105,71,1,209,1.5149994817335176e-06,0.154262424848394,0.9999999999999956,0.9999999999999974,True,158963,3563b1047bfa741de9680148d01928141be90dbc83177cf01776423c0b9c23b3
